code,weather_csv,rows,train_rows,test_rows,test_start,test_end,task,model,metric,calendar_score,both_score,gain,evaluation_wall_s,resolution_deg,scheme,capacity_layout,capacity_years,capacity_dir,run_id,workers,calendar_mae,both_mae,mae_reduction,era,era_label,source_model_results
dk,data/country_weather_post_covid/weather_era5_dk_uniform_0p5deg.csv,37924,30339,7585,2025-06-18 12:00:00+00:00,2026-04-30 21:00:00+00:00,classification,LogReg,auc,0.5802757181854625,0.950645503981672,0.3703697857962096,9.794439708988648,0.5,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
es,data/country_weather_post_covid/weather_era5_es_uniform_0p5deg.csv,37941,30352,7589,2025-06-18 16:00:00+00:00,2026-04-30 21:00:00+00:00,classification,LogReg,auc,0.8151945160355635,0.9438611292032196,0.128666613167656,10.15566441701958,0.5,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
fr,data/country_weather_post_covid/weather_era5_fr_uniform_0p5deg.csv,37882,30305,7577,2025-06-18 00:00:00+00:00,2026-04-30 21:00:00+00:00,classification,LogReg,auc,0.8439973298483466,0.9148574195428776,0.070860089694531,8.238265332998708,0.5,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
gr,data/country_weather_post_covid/weather_era5_gr_uniform_0p5deg.csv,37933,30346,7587,2025-06-18 17:00:00+00:00,2026-04-30 20:00:00+00:00,classification,LogReg,auc,0.7953325344182544,0.9042897404901022,0.1089572060718478,9.683299833966885,0.5,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
hr,data/country_weather_post_covid/weather_era5_hr_uniform_0p5deg.csv,37941,30352,7589,2025-06-18 17:00:00+00:00,2026-04-30 21:00:00+00:00,classification,LogReg,auc,0.7011282692057182,0.8440325414245105,0.1429042722187922,10.277741542027798,0.5,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
ie,data/country_weather_post_covid/weather_era5_ie_uniform_0p5deg.csv,36085,28868,7217,2025-05-18 22:00:00+00:00,2026-04-30 22:00:00+00:00,classification,LogReg,auc,0.6190012642341016,0.9630598685490116,0.3440586043149098,8.008194208960049,0.5,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
lt,data/country_weather_post_covid/weather_era5_lt_uniform_0p5deg.csv,37939,30351,7588,2025-06-18 16:00:00+00:00,2026-04-30 20:00:00+00:00,classification,LogReg,auc,0.618380465095226,0.9092000048057997,0.2908195397105736,9.679454625002109,0.5,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
lv,data/country_weather_post_covid/weather_era5_lv_uniform_0p5deg.csv,37941,30352,7589,2025-06-18 16:00:00+00:00,2026-04-30 20:00:00+00:00,classification,LogReg,auc,0.6047247653192754,0.6117603404429094,0.0070355751236339,9.81535533297574,0.5,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
nl,data/country_weather_post_covid/weather_era5_nl_uniform_0p5deg.csv,37942,30353,7589,2025-06-18 17:00:00+00:00,2026-04-30 21:00:00+00:00,classification,LogReg,auc,0.8220071105365223,0.9479520133845392,0.1259449028480169,6.90304504201049,0.5,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
pt,data/country_weather_post_covid/weather_era5_pt_uniform_0p5deg.csv,37943,30354,7589,2025-06-18 18:00:00+00:00,2026-04-30 22:00:00+00:00,classification,LogReg,auc,0.7521459560523929,0.8675569694078824,0.1154110133554895,9.963636124972254,0.5,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
ro,data/country_weather_post_covid/weather_era5_ro_uniform_0p5deg.csv,37941,30352,7589,2025-06-18 16:00:00+00:00,2026-04-30 20:00:00+00:00,classification,LogReg,auc,0.6904696574617976,0.8062068701502638,0.1157372126884662,15.61149816698162,0.5,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
rs,data/country_weather_post_covid/weather_era5_rs_uniform_0p5deg.csv,37939,30351,7588,2025-06-18 15:00:00+00:00,2026-04-30 21:00:00+00:00,classification,LogReg,auc,0.8509231079187037,0.8791451588834913,0.0282220509647875,8.750644083018415,0.5,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
si,data/country_weather_post_covid/weather_era5_si_uniform_0p5deg.csv,37852,30281,7571,2025-06-19 04:00:00+00:00,2026-04-30 21:00:00+00:00,classification,LogReg,auc,0.7120709590882126,0.6946108051637154,-0.0174601539244971,10.310922125005163,0.5,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
sk,data/country_weather_post_covid/weather_era5_sk_uniform_0p5deg.csv,37886,30308,7578,2025-06-18 22:00:00+00:00,2026-04-30 21:00:00+00:00,classification,LogReg,auc,0.7284488448844885,0.8134653465346535,0.085016501650165,5.393337125016842,0.5,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
at,data/country_weather_post_covid/weather_era5_at_uniform_1p0deg.csv,37942,30353,7589,2025-06-18 17:00:00+00:00,2026-04-30 21:00:00+00:00,classification,LogReg,auc,0.8934039385367636,0.9183246497691214,0.0249207112323578,10.613650499959476,1.0,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
be,data/country_weather_post_covid/weather_era5_be_uniform_1p0deg.csv,37942,30353,7589,2025-06-18 17:00:00+00:00,2026-04-30 21:00:00+00:00,classification,LogReg,auc,0.8042809132710942,0.9600346057339448,0.1557536924628505,9.015765541989822,1.0,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
bg,data/country_weather_post_covid/weather_era5_bg_uniform_1p0deg.csv,37940,30352,7588,2025-06-18 17:00:00+00:00,2026-04-30 20:00:00+00:00,classification,LogReg,auc,0.9298391817529084,0.9367339006868344,0.006894718933926,8.565808165993076,1.0,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
cz,data/country_weather_post_covid/weather_era5_cz_uniform_1p0deg.csv,37942,30353,7589,2025-06-18 17:00:00+00:00,2026-04-30 21:00:00+00:00,classification,LogReg,auc,0.9826602450807118,0.994842111464593,0.0121818663838811,7.9058299999451265,1.0,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
de,data/country_weather_post_covid/weather_era5_de_uniform_1p0deg.csv,37942,30353,7589,2025-06-18 17:00:00+00:00,2026-04-30 21:00:00+00:00,classification,LogReg,auc,0.6577787109776246,0.9490451337414182,0.2912664227637935,9.525606957962736,1.0,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
dk,data/country_weather_post_covid/weather_era5_dk_uniform_1p0deg.csv,37924,30339,7585,2025-06-18 12:00:00+00:00,2026-04-30 21:00:00+00:00,classification,LogReg,auc,0.5802757181854625,0.9474442383304728,0.3671685201450102,9.878056082990952,1.0,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
es,data/country_weather_post_covid/weather_era5_es_uniform_1p0deg.csv,37941,30352,7589,2025-06-18 16:00:00+00:00,2026-04-30 21:00:00+00:00,classification,LogReg,auc,0.8151945160355635,0.9437791779975744,0.128584661962011,10.157369832973927,1.0,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
fr,data/country_weather_post_covid/weather_era5_fr_uniform_1p0deg.csv,37882,30305,7577,2025-06-18 00:00:00+00:00,2026-04-30 21:00:00+00:00,classification,LogReg,auc,0.8439973298483466,0.9148738729421498,0.0708765430938032,8.27422750002006,1.0,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
gr,data/country_weather_post_covid/weather_era5_gr_uniform_1p0deg.csv,37933,30346,7587,2025-06-18 17:00:00+00:00,2026-04-30 20:00:00+00:00,classification,LogReg,auc,0.7953325344182544,0.9040070671822792,0.1086745327640248,9.716491874947678,1.0,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
hr,data/country_weather_post_covid/weather_era5_hr_uniform_1p0deg.csv,37941,30352,7589,2025-06-18 17:00:00+00:00,2026-04-30 21:00:00+00:00,classification,LogReg,auc,0.7011282692057182,0.844100268285306,0.1429719990795878,10.457785125006922,1.0,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
ie,data/country_weather_post_covid/weather_era5_ie_uniform_1p0deg.csv,36085,28868,7217,2025-05-18 22:00:00+00:00,2026-04-30 22:00:00+00:00,classification,LogReg,auc,0.6190012642341016,0.9545409674234944,0.3355397031893927,8.181214375013951,1.0,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
lt,data/country_weather_post_covid/weather_era5_lt_uniform_1p0deg.csv,37939,30351,7588,2025-06-18 16:00:00+00:00,2026-04-30 20:00:00+00:00,classification,LogReg,auc,0.618380465095226,0.906117377743392,0.2877369126481659,9.79045154195046,1.0,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
lv,data/country_weather_post_covid/weather_era5_lv_uniform_1p0deg.csv,37941,30352,7589,2025-06-18 16:00:00+00:00,2026-04-30 20:00:00+00:00,classification,LogReg,auc,0.6047247653192754,0.6117279831920819,0.0070032178728064,10.39709037495777,1.0,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
nl,data/country_weather_post_covid/weather_era5_nl_uniform_1p0deg.csv,37942,30353,7589,2025-06-18 17:00:00+00:00,2026-04-30 21:00:00+00:00,classification,LogReg,auc,0.8220071105365223,0.947901821362029,0.1258947108255067,6.906418416998349,1.0,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
pt,data/country_weather_post_covid/weather_era5_pt_uniform_1p0deg.csv,37943,30354,7589,2025-06-18 18:00:00+00:00,2026-04-30 22:00:00+00:00,classification,LogReg,auc,0.7521459560523929,0.8675273943947849,0.115381438342392,10.108692375011742,1.0,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
ro,data/country_weather_post_covid/weather_era5_ro_uniform_1p0deg.csv,37941,30352,7589,2025-06-18 16:00:00+00:00,2026-04-30 20:00:00+00:00,classification,LogReg,auc,0.6904696574617976,0.8056927017123421,0.1152230442505445,15.507142875052525,1.0,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
rs,data/country_weather_post_covid/weather_era5_rs_uniform_1p0deg.csv,37939,30351,7588,2025-06-18 15:00:00+00:00,2026-04-30 21:00:00+00:00,classification,LogReg,auc,0.8509231079187037,0.8787877348539093,0.0278646269352055,8.884422041010112,1.0,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
si,data/country_weather_post_covid/weather_era5_si_uniform_1p0deg.csv,37852,30281,7571,2025-06-19 04:00:00+00:00,2026-04-30 21:00:00+00:00,classification,LogReg,auc,0.7120709590882126,0.6945304830352315,-0.0175404760529811,10.386719583999366,1.0,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
sk,data/country_weather_post_covid/weather_era5_sk_uniform_1p0deg.csv,37886,30308,7578,2025-06-18 22:00:00+00:00,2026-04-30 21:00:00+00:00,classification,LogReg,auc,0.7284488448844885,0.8124092409240925,0.083960396039604,5.8502129999687895,1.0,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
at,data/country_weather_post_covid/weather_era5_at_uniform_2p0deg.csv,37942,30353,7589,2025-06-18 17:00:00+00:00,2026-04-30 21:00:00+00:00,classification,LogReg,auc,0.8934039385367636,0.9246870376374742,0.0312830991007105,10.268379666027611,2.0,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
be,data/country_weather_post_covid/weather_era5_be_uniform_2p0deg.csv,37942,30353,7589,2025-06-18 17:00:00+00:00,2026-04-30 21:00:00+00:00,classification,LogReg,auc,0.8042809132710942,0.9601171502832606,0.1558362370121664,8.735960666032042,2.0,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
bg,data/country_weather_post_covid/weather_era5_bg_uniform_2p0deg.csv,37940,30352,7588,2025-06-18 17:00:00+00:00,2026-04-30 20:00:00+00:00,classification,LogReg,auc,0.9298391817529084,0.9363624458767258,0.0065232641238173,8.72730974998558,2.0,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
cz,data/country_weather_post_covid/weather_era5_cz_uniform_2p0deg.csv,37942,30353,7589,2025-06-18 17:00:00+00:00,2026-04-30 21:00:00+00:00,classification,LogReg,auc,0.9826602450807118,0.9948892423706848,0.0122289972899728,7.095527458994184,2.0,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
de,data/country_weather_post_covid/weather_era5_de_uniform_2p0deg.csv,37942,30353,7589,2025-06-18 17:00:00+00:00,2026-04-30 21:00:00+00:00,classification,LogReg,auc,0.6577787109776246,0.94035244040113,0.2825737294235054,9.661081707978155,2.0,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
dk,data/country_weather_post_covid/weather_era5_dk_uniform_2p0deg.csv,37924,30339,7585,2025-06-18 12:00:00+00:00,2026-04-30 21:00:00+00:00,classification,LogReg,auc,0.5802757181854625,0.9405993563219528,0.3603236381364904,10.054385958996136,2.0,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
es,data/country_weather_post_covid/weather_era5_es_uniform_2p0deg.csv,37941,30352,7589,2025-06-18 16:00:00+00:00,2026-04-30 21:00:00+00:00,classification,LogReg,auc,0.8151945160355635,0.9455755898821132,0.1303810738465496,10.124353124992922,2.0,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
fr,data/country_weather_post_covid/weather_era5_fr_uniform_2p0deg.csv,37882,30305,7577,2025-06-18 00:00:00+00:00,2026-04-30 21:00:00+00:00,classification,LogReg,auc,0.8439973298483466,0.9148555391543892,0.0708582093060427,7.414278500014916,2.0,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
gr,data/country_weather_post_covid/weather_era5_gr_uniform_2p0deg.csv,37933,30346,7587,2025-06-18 17:00:00+00:00,2026-04-30 20:00:00+00:00,classification,LogReg,auc,0.7953325344182544,0.904046570130318,0.1087140357120635,9.642009958042763,2.0,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
hr,data/country_weather_post_covid/weather_era5_hr_uniform_2p0deg.csv,37941,30352,7589,2025-06-18 17:00:00+00:00,2026-04-30 21:00:00+00:00,classification,LogReg,auc,0.7011282692057182,0.831199703516202,0.1300714343104837,10.329086165991612,2.0,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
ie,data/country_weather_post_covid/weather_era5_ie_uniform_2p0deg.csv,36085,28868,7217,2025-05-18 22:00:00+00:00,2026-04-30 22:00:00+00:00,classification,LogReg,auc,0.6190012642341016,0.9456853653434716,0.3266841011093699,8.305290791962761,2.0,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
lt,data/country_weather_post_covid/weather_era5_lt_uniform_2p0deg.csv,37939,30351,7588,2025-06-18 16:00:00+00:00,2026-04-30 20:00:00+00:00,classification,LogReg,auc,0.618380465095226,0.9015793198620066,0.2831988547667805,9.69612270896323,2.0,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
lv,data/country_weather_post_covid/weather_era5_lv_uniform_2p0deg.csv,37941,30352,7589,2025-06-18 16:00:00+00:00,2026-04-30 20:00:00+00:00,classification,LogReg,auc,0.6047247653192754,0.6100942907025624,0.0053695253832869,9.912395208026282,2.0,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
nl,data/country_weather_post_covid/weather_era5_nl_uniform_2p0deg.csv,37942,30353,7589,2025-06-18 17:00:00+00:00,2026-04-30 21:00:00+00:00,classification,LogReg,auc,0.8220071105365223,0.9462987185824556,0.1242916080459333,6.7819474170100875,2.0,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
pt,data/country_weather_post_covid/weather_era5_pt_uniform_2p0deg.csv,37943,30354,7589,2025-06-18 18:00:00+00:00,2026-04-30 22:00:00+00:00,classification,LogReg,auc,0.7521459560523929,0.8677511470448958,0.1156051909925028,9.842608416976873,2.0,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
ro,data/country_weather_post_covid/weather_era5_ro_uniform_2p0deg.csv,37941,30352,7589,2025-06-18 16:00:00+00:00,2026-04-30 20:00:00+00:00,classification,LogReg,auc,0.6904696574617976,0.8100347990103978,0.1195651415486002,15.512462749960832,2.0,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
rs,data/country_weather_post_covid/weather_era5_rs_uniform_2p0deg.csv,37939,30351,7588,2025-06-18 15:00:00+00:00,2026-04-30 21:00:00+00:00,classification,LogReg,auc,0.8509231079187037,0.8768494120711159,0.0259263041524121,8.955474624992348,2.0,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
si,data/country_weather_post_covid/weather_era5_si_uniform_2p0deg.csv,37852,30281,7571,2025-06-19 04:00:00+00:00,2026-04-30 21:00:00+00:00,classification,LogReg,auc,0.7120709590882126,0.6943909692728485,-0.0176799898153641,9.991950333002023,2.0,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
sk,data/country_weather_post_covid/weather_era5_sk_uniform_2p0deg.csv,37886,30308,7578,2025-06-18 22:00:00+00:00,2026-04-30 21:00:00+00:00,classification,LogReg,auc,0.7284488448844885,0.8195819581958196,0.0911331133113311,5.735325290996116,2.0,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
at,data/country_weather_post_covid/weather_era5_at_uniform_0p25deg.csv,37942,30353,7589,2025-06-18 17:00:00+00:00,2026-04-30 21:00:00+00:00,classification,RandForest,auc,0.8483202614013706,0.8862467063949047,0.037926444993534,10.305197167035658,0.25,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
be,data/country_weather_post_covid/weather_era5_be_uniform_0p25deg.csv,37942,30353,7589,2025-06-18 17:00:00+00:00,2026-04-30 21:00:00+00:00,classification,RandForest,auc,0.8553930267624273,0.960413084862994,0.1050200581005667,9.013950875028968,0.25,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
bg,data/country_weather_post_covid/weather_era5_bg_uniform_0p25deg.csv,37940,30352,7588,2025-06-18 17:00:00+00:00,2026-04-30 20:00:00+00:00,classification,RandForest,auc,0.8976928808831867,0.9233959448047532,0.0257030639215666,8.18653229199117,0.25,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
cz,data/country_weather_post_covid/weather_era5_cz_uniform_0p25deg.csv,37942,30353,7589,2025-06-18 17:00:00+00:00,2026-04-30 21:00:00+00:00,classification,RandForest,auc,0.8609476257806057,0.9380729350771768,0.0771253092965711,7.813319875043817,0.25,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
de,data/country_weather_post_covid/weather_era5_de_uniform_0p25deg.csv,37942,30353,7589,2025-06-18 17:00:00+00:00,2026-04-30 21:00:00+00:00,classification,RandForest,auc,0.7234274700435355,0.9561335258625948,0.2327060558190593,8.906459583959077,0.25,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
dk,data/country_weather_post_covid/weather_era5_dk_uniform_0p25deg.csv,37924,30339,7585,2025-06-18 12:00:00+00:00,2026-04-30 21:00:00+00:00,classification,RandForest,auc,0.6393063264197466,0.9535745815876058,0.3142682551678591,9.052656874991952,0.25,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
es,data/country_weather_post_covid/weather_era5_es_uniform_0p25deg.csv,37941,30352,7589,2025-06-18 16:00:00+00:00,2026-04-30 21:00:00+00:00,classification,RandForest,auc,0.855632068846712,0.9381283943678568,0.0824963255211449,9.572273165977094,0.25,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
fr,data/country_weather_post_covid/weather_era5_fr_uniform_0p25deg.csv,37882,30305,7577,2025-06-18 00:00:00+00:00,2026-04-30 21:00:00+00:00,classification,RandForest,auc,0.8032544823760589,0.8717734884027041,0.0685190060266451,7.459418666025158,0.25,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
