code,weather_csv,rows,train_rows,test_rows,test_start,test_end,task,model,metric,calendar_score,both_score,gain,evaluation_wall_s,resolution_deg,scheme,capacity_layout,capacity_years,capacity_dir,run_id,workers,calendar_mae,both_mae,mae_reduction,era,era_label,source_model_results
gr,data/country_weather_post_covid/weather_era5_gr_uniform_0p25deg.csv,37933,30346,7587,2025-06-18 17:00:00+00:00,2026-04-30 20:00:00+00:00,classification,RandForest,auc,0.788488666149749,0.903475909843785,0.114987243694036,9.503741166961843,0.25,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
hr,data/country_weather_post_covid/weather_era5_hr_uniform_0p25deg.csv,37941,30352,7589,2025-06-18 17:00:00+00:00,2026-04-30 21:00:00+00:00,classification,RandForest,auc,0.6286851369828342,0.7769614953866509,0.1482763584038167,10.103316832974087,0.25,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
ie,data/country_weather_post_covid/weather_era5_ie_uniform_0p25deg.csv,36085,28868,7217,2025-05-18 22:00:00+00:00,2026-04-30 22:00:00+00:00,classification,RandForest,auc,0.6276550292296796,0.9604778217741848,0.3328227925445051,8.14997308299644,0.25,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
lt,data/country_weather_post_covid/weather_era5_lt_uniform_0p25deg.csv,37939,30351,7588,2025-06-18 16:00:00+00:00,2026-04-30 20:00:00+00:00,classification,RandForest,auc,0.6811298881897195,0.911263145747887,0.2301332575581675,9.74342933302978,0.25,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
lv,data/country_weather_post_covid/weather_era5_lv_uniform_0p25deg.csv,37941,30352,7589,2025-06-18 16:00:00+00:00,2026-04-30 20:00:00+00:00,classification,RandForest,auc,0.60216233604846,0.6323040217552302,0.0301416857067701,10.102840624982491,0.25,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
nl,data/country_weather_post_covid/weather_era5_nl_uniform_0p25deg.csv,37942,30353,7589,2025-06-18 17:00:00+00:00,2026-04-30 21:00:00+00:00,classification,RandForest,auc,0.7405519221263166,0.890735008935701,0.1501830868093844,6.837688667001203,0.25,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
pt,data/country_weather_post_covid/weather_era5_pt_uniform_0p25deg.csv,37943,30354,7589,2025-06-18 18:00:00+00:00,2026-04-30 22:00:00+00:00,classification,RandForest,auc,0.7258488546106153,0.8474254390639189,0.1215765844533035,9.913449582993051,0.25,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
ro,data/country_weather_post_covid/weather_era5_ro_uniform_0p25deg.csv,37941,30352,7589,2025-06-18 16:00:00+00:00,2026-04-30 20:00:00+00:00,classification,RandForest,auc,0.7258137637223947,0.8113716086617158,0.085557844939321,15.240611625020392,0.25,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
rs,data/country_weather_post_covid/weather_era5_rs_uniform_0p25deg.csv,37939,30351,7588,2025-06-18 15:00:00+00:00,2026-04-30 21:00:00+00:00,classification,RandForest,auc,0.8548951457225289,0.803493572502653,-0.0514015732198759,8.789823125000112,0.25,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
si,data/country_weather_post_covid/weather_era5_si_uniform_0p25deg.csv,37852,30281,7571,2025-06-19 04:00:00+00:00,2026-04-30 21:00:00+00:00,classification,RandForest,auc,0.7048730726626523,0.7309956794044613,0.0261226067418089,10.09346620796714,0.25,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
sk,data/country_weather_post_covid/weather_era5_sk_uniform_0p25deg.csv,37886,30308,7578,2025-06-18 22:00:00+00:00,2026-04-30 21:00:00+00:00,classification,RandForest,auc,0.4766336633663366,0.4781518151815181,0.0015181518151815,5.275956750032492,0.25,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
at,data/country_weather_post_covid/weather_era5_at_uniform_0p5deg.csv,37942,30353,7589,2025-06-18 17:00:00+00:00,2026-04-30 21:00:00+00:00,classification,RandForest,auc,0.8483202614013706,0.887898540192231,0.0395782787908604,10.475675499998031,0.5,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
be,data/country_weather_post_covid/weather_era5_be_uniform_0p5deg.csv,37942,30353,7589,2025-06-18 17:00:00+00:00,2026-04-30 21:00:00+00:00,classification,RandForest,auc,0.8553930267624273,0.9603227244469515,0.1049296976845242,8.902155832969584,0.5,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
bg,data/country_weather_post_covid/weather_era5_bg_uniform_0p5deg.csv,37940,30352,7588,2025-06-18 17:00:00+00:00,2026-04-30 20:00:00+00:00,classification,RandForest,auc,0.8976928808831867,0.9289707749708572,0.0312778940876705,8.165118458040524,0.5,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
cz,data/country_weather_post_covid/weather_era5_cz_uniform_0p5deg.csv,37942,30353,7589,2025-06-18 17:00:00+00:00,2026-04-30 21:00:00+00:00,classification,RandForest,auc,0.8609476257806057,0.9492031931188876,0.0882555673382819,7.588327916979324,0.5,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
de,data/country_weather_post_covid/weather_era5_de_uniform_0p5deg.csv,37942,30353,7589,2025-06-18 17:00:00+00:00,2026-04-30 21:00:00+00:00,classification,RandForest,auc,0.7234274700435355,0.9548543144981224,0.2314268444545868,9.490213249984665,0.5,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
dk,data/country_weather_post_covid/weather_era5_dk_uniform_0p5deg.csv,37924,30339,7585,2025-06-18 12:00:00+00:00,2026-04-30 21:00:00+00:00,classification,RandForest,auc,0.6393063264197466,0.9521173929450428,0.3128110665252961,9.794439708988648,0.5,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
es,data/country_weather_post_covid/weather_era5_es_uniform_0p5deg.csv,37941,30352,7589,2025-06-18 16:00:00+00:00,2026-04-30 21:00:00+00:00,classification,RandForest,auc,0.855632068846712,0.9396118444440266,0.0839797755973146,10.15566441701958,0.5,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
fr,data/country_weather_post_covid/weather_era5_fr_uniform_0p5deg.csv,37882,30305,7577,2025-06-18 00:00:00+00:00,2026-04-30 21:00:00+00:00,classification,RandForest,auc,0.8032544823760589,0.8718362463684998,0.0685817639924408,8.238265332998708,0.5,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
gr,data/country_weather_post_covid/weather_era5_gr_uniform_0p5deg.csv,37933,30346,7587,2025-06-18 17:00:00+00:00,2026-04-30 20:00:00+00:00,classification,RandForest,auc,0.788488666149749,0.903475909843785,0.114987243694036,9.683299833966885,0.5,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
hr,data/country_weather_post_covid/weather_era5_hr_uniform_0p5deg.csv,37941,30352,7589,2025-06-18 17:00:00+00:00,2026-04-30 21:00:00+00:00,classification,RandForest,auc,0.6286851369828342,0.7737020175172792,0.1450168805344449,10.277741542027798,0.5,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
ie,data/country_weather_post_covid/weather_era5_ie_uniform_0p5deg.csv,36085,28868,7217,2025-05-18 22:00:00+00:00,2026-04-30 22:00:00+00:00,classification,RandForest,auc,0.6276550292296796,0.9585843605617675,0.330929331332088,8.008194208960049,0.5,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
lt,data/country_weather_post_covid/weather_era5_lt_uniform_0p5deg.csv,37939,30351,7588,2025-06-18 16:00:00+00:00,2026-04-30 20:00:00+00:00,classification,RandForest,auc,0.6811298881897195,0.9115504808733368,0.2304205926836172,9.679454625002109,0.5,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
lv,data/country_weather_post_covid/weather_era5_lv_uniform_0p5deg.csv,37941,30352,7589,2025-06-18 16:00:00+00:00,2026-04-30 20:00:00+00:00,classification,RandForest,auc,0.60216233604846,0.6313654871425953,0.0292031510941352,9.81535533297574,0.5,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
nl,data/country_weather_post_covid/weather_era5_nl_uniform_0p5deg.csv,37942,30353,7589,2025-06-18 17:00:00+00:00,2026-04-30 21:00:00+00:00,classification,RandForest,auc,0.7405519221263166,0.8914086086923457,0.1508566865660291,6.90304504201049,0.5,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
pt,data/country_weather_post_covid/weather_era5_pt_uniform_0p5deg.csv,37943,30354,7589,2025-06-18 18:00:00+00:00,2026-04-30 22:00:00+00:00,classification,RandForest,auc,0.7258488546106153,0.8474862273561455,0.1216373727455302,9.963636124972254,0.5,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
ro,data/country_weather_post_covid/weather_era5_ro_uniform_0p5deg.csv,37941,30352,7589,2025-06-18 16:00:00+00:00,2026-04-30 20:00:00+00:00,classification,RandForest,auc,0.7258137637223947,0.8151157600310933,0.0893019963086986,15.61149816698162,0.5,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
rs,data/country_weather_post_covid/weather_era5_rs_uniform_0p5deg.csv,37939,30351,7588,2025-06-18 15:00:00+00:00,2026-04-30 21:00:00+00:00,classification,RandForest,auc,0.8548951457225289,0.7989297861670172,-0.0559653595555117,8.750644083018415,0.5,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
si,data/country_weather_post_covid/weather_era5_si_uniform_0p5deg.csv,37852,30281,7571,2025-06-19 04:00:00+00:00,2026-04-30 21:00:00+00:00,classification,RandForest,auc,0.7048730726626523,0.7307201955030108,0.0258471228403585,10.310922125005163,0.5,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
sk,data/country_weather_post_covid/weather_era5_sk_uniform_0p5deg.csv,37886,30308,7578,2025-06-18 22:00:00+00:00,2026-04-30 21:00:00+00:00,classification,RandForest,auc,0.4766336633663366,0.4788118811881188,0.0021782178217821,5.393337125016842,0.5,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
at,data/country_weather_post_covid/weather_era5_at_uniform_1p0deg.csv,37942,30353,7589,2025-06-18 17:00:00+00:00,2026-04-30 21:00:00+00:00,classification,RandForest,auc,0.8483202614013706,0.8907152480406078,0.0423949866392371,10.613650499959476,1.0,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
be,data/country_weather_post_covid/weather_era5_be_uniform_1p0deg.csv,37942,30353,7589,2025-06-18 17:00:00+00:00,2026-04-30 21:00:00+00:00,classification,RandForest,auc,0.8553930267624273,0.9606298486488336,0.1052368218864061,9.015765541989822,1.0,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
bg,data/country_weather_post_covid/weather_era5_bg_uniform_1p0deg.csv,37940,30352,7588,2025-06-18 17:00:00+00:00,2026-04-30 20:00:00+00:00,classification,RandForest,auc,0.8976928808831867,0.9225909861418676,0.0248981052586808,8.565808165993076,1.0,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
cz,data/country_weather_post_covid/weather_era5_cz_uniform_1p0deg.csv,37942,30353,7589,2025-06-18 17:00:00+00:00,2026-04-30 21:00:00+00:00,classification,RandForest,auc,0.8609476257806057,0.94913249675975,0.0881848709791444,7.9058299999451265,1.0,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
de,data/country_weather_post_covid/weather_era5_de_uniform_1p0deg.csv,37942,30353,7589,2025-06-18 17:00:00+00:00,2026-04-30 21:00:00+00:00,classification,RandForest,auc,0.7234274700435355,0.95644140218484,0.2330139321413044,9.525606957962736,1.0,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
dk,data/country_weather_post_covid/weather_era5_dk_uniform_1p0deg.csv,37924,30339,7585,2025-06-18 12:00:00+00:00,2026-04-30 21:00:00+00:00,classification,RandForest,auc,0.6393063264197466,0.946820841568092,0.3075145151483454,9.878056082990952,1.0,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
es,data/country_weather_post_covid/weather_era5_es_uniform_1p0deg.csv,37941,30352,7589,2025-06-18 16:00:00+00:00,2026-04-30 21:00:00+00:00,classification,RandForest,auc,0.855632068846712,0.9394235491490326,0.0837914803023206,10.157369832973927,1.0,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
fr,data/country_weather_post_covid/weather_era5_fr_uniform_1p0deg.csv,37882,30305,7577,2025-06-18 00:00:00+00:00,2026-04-30 21:00:00+00:00,classification,RandForest,auc,0.8032544823760589,0.8718534049134552,0.0685989225373963,8.27422750002006,1.0,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
gr,data/country_weather_post_covid/weather_era5_gr_uniform_1p0deg.csv,37933,30346,7587,2025-06-18 17:00:00+00:00,2026-04-30 20:00:00+00:00,classification,RandForest,auc,0.788488666149749,0.9026117391574896,0.1141230730077405,9.716491874947678,1.0,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
hr,data/country_weather_post_covid/weather_era5_hr_uniform_1p0deg.csv,37941,30352,7589,2025-06-18 17:00:00+00:00,2026-04-30 21:00:00+00:00,classification,RandForest,auc,0.6286851369828342,0.7729654703784725,0.1442803333956382,10.457785125006922,1.0,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
ie,data/country_weather_post_covid/weather_era5_ie_uniform_1p0deg.csv,36085,28868,7217,2025-05-18 22:00:00+00:00,2026-04-30 22:00:00+00:00,classification,RandForest,auc,0.6276550292296796,0.9475506611081956,0.3198956318785161,8.181214375013951,1.0,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
lt,data/country_weather_post_covid/weather_era5_lt_uniform_1p0deg.csv,37939,30351,7588,2025-06-18 16:00:00+00:00,2026-04-30 20:00:00+00:00,classification,RandForest,auc,0.6811298881897195,0.9079020547307928,0.2267721665410732,9.79045154195046,1.0,uniform,annual,"2022,2023,2024,2025,2026",data/capacity_weights_post_by_year,20260723T013213Z-85f136d9,8,,,,post,Post-COVID (2022-Apr 2026),results/post_covid_spatial_resolution/model_results.csv
